1000-5,1000-10,1000-20,1000-40,100000-5,100000-10,100000-20,100000-40,500000-5,500000-10,500000-20,500000-40,1000000-5,1000000-10,1000000-20,1000000-40,10000000-5,10000000-10,10000000-20,10000000-40
0.1455700397491455,0.12063980102539062,0.12150955200195312,0.12110424041748047,0.18462562561035156,0.1737048625946045,0.17415070533752441,0.20170331001281738,0.3909463882446289,0.40363454818725586,0.3685586452484131,0.3904149532318115,0.6396701335906982,0.6488807201385498,0.6701445579528809,0.6667389869689941,5.297980308532715,5.074676752090454,5.42247200012207,5.464515447616577
