1000-5,1000-10,1000-20,1000-40,100000-5,100000-10,100000-20,100000-40,500000-5,500000-10,500000-20,500000-40,1000000-5,1000000-10,1000000-20,1000000-40,10000000-5,10000000-10,10000000-20,10000000-40
23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
