5-5,5-10,10-5,10-10,15-5,15-10,20-5,20-10,25-5,25-10,30-5,30-10
0.12223577499389648,0.11734390258789062,0.1208353042602539,0.12402820587158203,0.12815070152282715,0.12981629371643066,0.3586916923522949,0.1987903118133545,1.6965570449829102,1.6554758548736572,54.24402356147766,17.898850917816162
