1000-5,1000-10,1000-20,1000-40,100000-5,100000-10,100000-20,100000-40,500000-5,500000-10,500000-20,500000-40,1000000-5,1000000-10,1000000-20,1000000-40,10000000-5,10000000-10,10000000-20,10000000-40
0.14413976669311523,0.1243596076965332,0.12030291557312012,0.11997723579406738,0.17491722106933594,0.17640161514282227,0.18272113800048828,0.17701363563537598,0.35388827323913574,0.36659789085388184,0.37862491607666016,0.3748750686645508,0.5745198726654053,0.6028296947479248,0.6138348579406738,0.6168434619903564,4.805649995803833,4.868999481201172,5.025458812713623,5.062148094177246
