5-5,5-10,10-5,10-10,15-5,15-10,20-5,20-10,25-5,25-10,30-5,30-10
0.11733865737915039,0.11780190467834473,0.11798477172851562,0.1207737922668457,0.1369032859802246,0.13729214668273926,0.9581894874572754,0.42296719551086426,6.3634607791900635,5.958924293518066,212.1065800189972,63.75371026992798
